"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","59","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","65","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","63","32","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","63","45","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","60","43","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","65","7","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","58","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","59","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","71","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","52","16","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","57","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","68","49","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","64","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","65","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","63","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","60","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","62","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","63","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","63","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","61","28","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","72","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","67","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","67","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","66","18","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","52","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","York","Local Authority","E06000014","All pupils","All pupils","62","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","64","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","52","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","62","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","56","22","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","65","33","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","63","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","63","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","64","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","66","45","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","59","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","59","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","59","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","64","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","52","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","55","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","61","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","62","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","60","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","64","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","60","16","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","56","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","60","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","68","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","63","30","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","60","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","59","51","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","65","63","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","56","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","61","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","65","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","66","22","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","55","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","61","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","66","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","68","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","66","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","55","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","64","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","61","37","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","60","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","64","34","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","68","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","67","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","66","18","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","55","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","68","46","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","63","40","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","62","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","66","36","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","65","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","64","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","67","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","61","24","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","63","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","62","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","62","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","52","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","71","23","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","64","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","66","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","61","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","74","41","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","53","22","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","64","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","71","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","63","18","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","65","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","64","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","38","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","66","64","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","67","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","55","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","62","26","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","64","7","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","78","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","73","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","61","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","61","44","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","62","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","58","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","64","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","67","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","63","7","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","57","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","63","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","65","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","62","23","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","58","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","60","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","68","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","61","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","66","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","57","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","69","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","69","6","NA","NA"
